no_of_adults,no_of_children,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Stay,booking_status_Not_Canceled,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,0,1,21,2018,8,15,0,0,0,151.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2017,11,9,0,0,0,91.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,152,2018,8,13,0,0,0,146.7,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,43,2017,10,2,0,0,0,58.4,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,177,2018,7,26,0,0,0,80.75,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,47,2018,5,21,0,0,0,76.5,0,2,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,57,2018,9,7,0,0,0,140.13,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,60,2017,11,15,0,0,0,76.0,1,6,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,9,16,0,0,0,200.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,102,2017,10,16,0,0,0,101.5,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,71,2018,10,18,0,0,0,108.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,111,2018,7,23,0,0,0,189.0,1,5,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,1,2018,6,11,0,0,0,166.0,3,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,4,2018,1,16,0,0,0,67.5,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,25,2017,9,14,0,0,0,78.54,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,209,2018,11,6,0,0,0,152.1,1,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,93,2018,10,15,0,0,0,115.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,53,2017,9,2,0,0,0,66.53,2,7,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2017,8,12,1,0,1,0.0,1,2,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,1,4,2017,8,23,0,0,0,0.0,1,3,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,1,302,2018,12,29,0,0,0,90.3,2,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,122,2018,4,15,0,0,0,85.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,16,2018,3,11,0,0,0,75.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,28,2018,8,28,0,0,0,115.37,1,6,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,161,2018,3,25,0,0,0,130.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,57,2018,12,9,0,0,0,126.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,19,2018,6,12,0,0,0,94.35,1,1,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,109,2018,7,6,0,0,0,118.46,4,6,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,239,2018,6,15,0,0,0,90.6,0,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,33,2018,3,5,0,0,0,82.9,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,11,2017,8,18,0,0,0,95.33,1,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,40,2018,4,21,0,0,0,135.64,1,7,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,45,2018,6,18,0,0,0,122.4,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,41,2018,5,9,0,0,0,116.1,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,167,2018,6,28,0,0,0,62.18,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,62,2018,3,9,0,0,0,63.75,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,113,2018,9,7,0,0,0,118.8,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,1,2018,8,10,0,0,0,167.0,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,84,2018,5,13,0,0,0,187.85,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,9,2018,9,7,1,0,3,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0
3,0,0,1,245,2018,10,28,0,0,0,128.7,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,80,2018,3,17,0,0,0,80.33,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,7,2018,8,22,0,0,0,140.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,128,2017,8,8,0,0,0,76.5,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,100,2018,5,1,0,0,0,105.3,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,118,2018,4,3,0,0,0,87.3,1,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,166,2018,11,1,0,0,0,110.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,41,2017,9,4,0,0,0,83.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,174,2018,8,13,0,0,0,99.45,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,27,2017,12,27,0,0,0,104.5,3,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,2,2018,11,16,0,0,0,92.54,2,8,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,37,2018,10,13,0,0,0,95.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,188,2018,6,15,0,0,0,130.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,68,2018,1,2,1,1,0,63.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,189,2018,10,28,0,0,0,109.8,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,10,2018,5,16,0,0,0,103.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,19,2018,2,20,0,0,0,130.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,61,2018,3,23,0,0,0,117.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,95,2017,12,29,0,0,0,60.5,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,83,2017,9,30,0,0,0,112.2,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,37,2018,8,1,0,0,0,135.9,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,19,2018,7,25,0,0,0,151.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,22,2018,9,16,0,0,0,239.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,22,2017,12,26,0,0,0,59.09,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,151,2018,7,9,0,0,0,103.09,0,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,26,2018,2,28,0,0,0,87.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,27,2018,4,17,0,0,0,137.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,79,2018,6,24,0,0,0,109.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,247,2018,6,6,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,189,2018,7,17,0,0,0,99.45,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,320,2018,8,18,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,27,2018,2,22,0,0,0,130.0,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,51,2018,5,22,1,0,3,65.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,245,2018,6,17,0,0,0,75.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,52,2018,7,8,0,0,0,132.9,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,13,2017,10,18,0,0,0,120.0,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,46,2018,11,11,0,0,0,79.2,1,2,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,84,2018,8,28,0,0,0,159.3,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,188,2018,6,15,0,0,0,130.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,19,2017,10,6,1,1,0,90.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,67,2018,5,27,0,0,0,140.4,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,8,11,0,0,0,75.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,273,2017,7,17,0,0,0,109.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,110,2017,7,25,0,0,0,94.5,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2017,12,15,1,0,1,75.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,4,32,2017,10,23,0,0,0,75.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,282,2017,10,10,0,0,0,76.67,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,38,2018,10,2,0,0,0,126.0,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,175,2018,7,23,0,0,0,85.5,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,143,2018,8,18,0,0,0,140.7,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,127,2018,6,26,0,0,0,103.7,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2017,9,8,0,0,0,142.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,95,2018,12,21,0,0,0,103.7,3,7,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,118,2018,6,6,0,0,0,110.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,45,2018,11,10,0,0,0,75.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,69,2018,7,25,0,0,0,137.7,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,57,2018,9,7,0,0,0,87.3,3,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,5,2018,8,24,1,0,4,0.0,4,2,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,1,39,2017,8,14,0,0,0,101.5,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,0,2018,2,24,0,0,0,97.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,89,2018,8,15,0,0,0,150.3,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,85,2018,3,29,0,0,0,82.45,0,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,1,4,4,2018,7,1,1,0,3,103.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,11,2018,7,5,0,0,0,145.0,0,8,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,12,2018,7,11,0,0,0,145.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,77,2018,5,14,0,0,0,134.85,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,6,14,2018,10,22,0,0,0,168.25,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2018,2,28,0,0,0,60.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,133,2018,6,13,0,0,0,76.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,3,2017,8,10,0,0,0,63.5,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,19,2018,9,18,0,0,0,95.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,86,2018,9,3,0,0,0,90.95,3,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,23,2017,10,16,0,0,0,98.4,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,65,2018,9,22,0,0,0,135.9,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,1,2018,11,16,0,0,0,130.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,66,2017,11,19,0,0,0,81.9,2,1,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,1,50,2018,2,22,0,0,0,78.85,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,87,2018,6,26,0,0,0,141.3,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,159,2018,4,9,0,0,0,70.0,1,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,39,2018,8,13,0,0,0,170.1,2,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,386,2018,10,23,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,22,2017,12,29,0,0,0,199.0,0,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,102,2018,7,10,0,0,0,82.45,0,4,1.0,0.0,0.0,0.0,1.0,0.0
4,0,0,7,86,2018,10,20,0,0,0,192.86,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2017,9,25,0,0,0,185.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,36,2018,12,10,0,0,0,68.07,1,8,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,50,2018,10,4,0,0,0,118.8,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,115,2018,10,27,0,0,0,104.4,0,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2018,3,23,1,0,12,65.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,35,2018,3,3,0,0,0,71.1,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,17,2018,5,21,0,0,0,95.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,237,2018,9,13,0,0,0,116.62,1,15,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,125,2018,9,7,0,0,0,136.0,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,32,2018,12,2,0,0,0,147.9,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,5,2018,9,18,0,0,0,123.7,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,91,2018,6,19,0,0,0,135.9,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,102,2017,10,16,0,0,0,109.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,9,2018,3,20,0,0,0,186.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,155,2018,12,26,0,0,0,115.6,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,0,2018,5,14,0,0,0,221.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,11,2017,9,15,0,0,0,65.0,0,3,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,0,2018,2,19,0,0,0,80.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,1,0,1,86,2018,3,23,0,0,0,73.83,0,5,1.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,18,2018,10,18,1,3,19,67.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,58,2018,3,4,0,0,0,80.3,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,54,2018,4,30,0,0,0,85.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,1,0,1,25,2018,7,23,0,0,0,152.1,1,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,107,2017,9,9,0,0,0,89.25,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,100,2018,9,28,0,0,0,110.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,273,2018,5,13,0,0,0,95.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,29,2018,3,18,0,0,0,79.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,221,2018,8,12,0,0,0,80.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,213,2018,10,1,0,0,0,102.85,2,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,198,2018,9,9,0,0,0,90.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,81,2018,1,29,0,0,0,62.37,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,23,2018,4,8,0,0,0,98.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,26,2017,9,17,0,0,0,117.67,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,20,2018,6,18,0,0,0,141.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,6,124,2018,12,26,0,0,0,156.61,2,4,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,85,2018,8,3,0,0,0,152.1,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,167,2018,8,6,0,0,0,105.3,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,71,2018,5,30,0,0,0,119.85,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,48,2018,11,4,0,0,0,97.2,2,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,37,2018,5,13,0,0,0,116.1,0,1,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,76,2018,5,29,0,0,0,150.45,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,13,2018,1,20,0,0,0,71.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,3,2018,6,27,0,0,0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,4,75,2017,12,7,0,0,0,60.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,5,2018,4,5,1,0,1,89.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,386,2018,10,23,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,180,2018,5,2,0,0,0,100.0,1,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,122,2018,11,14,0,0,0,75.9,2,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,224,2017,10,2,0,0,0,65.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,24,2018,5,29,0,0,0,104.55,2,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,162,2018,10,14,0,0,0,115.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,25,2018,7,2,0,0,0,187.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2018,8,4,0,0,0,115.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,236,2018,9,27,0,0,0,84.43,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,120,2018,4,8,0,0,0,90.95,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,4,12,2018,3,24,0,0,0,208.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,224,2018,9,3,0,0,0,97.18,1,6,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,33,2017,10,21,0,0,0,79.11,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,24,2018,5,13,0,0,0,0.0,0,2,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,4,22,2017,9,8,0,0,0,120.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,10,2017,10,20,0,0,0,126.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,15,2018,2,16,0,0,0,91.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,230,2018,9,6,0,0,0,137.0,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,54,2018,3,16,0,0,0,67.32,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,45,2017,10,23,0,0,0,81.62,0,1,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,63,2018,10,24,0,0,0,123.66,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,166,2018,8,6,0,0,0,94.5,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,148,2018,8,22,0,0,0,96.3,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,136,2018,8,13,0,0,0,88.01,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,37,2018,3,10,0,0,0,81.9,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,66,2018,5,11,0,0,0,119.85,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,11,2017,10,23,0,0,0,83.5,0,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,1,2018,4,1,1,0,3,67.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,4,7,2018,6,19,0,0,0,156.0,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,43,2017,10,13,0,0,0,85.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,5,2018,4,4,0,0,0,126.75,0,8,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,247,2018,6,6,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,24,2018,10,16,0,0,0,107.1,1,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,53,2018,10,14,0,0,0,120.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,52,2018,11,19,0,0,0,93.6,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2018,6,8,0,0,0,120.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,12,2018,6,8,0,0,0,90.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,230,2018,9,6,0,0,0,137.0,1,5,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,92,2018,10,31,0,0,0,106.43,1,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,2,2018,5,31,0,0,0,87.78,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,74,2017,9,18,0,0,0,101.5,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,82,2018,6,23,0,0,0,85.5,0,1,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,37,2018,10,13,0,0,0,95.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,147,2018,7,1,0,0,0,103.7,2,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,2,2017,8,26,0,0,0,65.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,166,2018,8,18,0,0,0,100.12,0,8,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,28,2018,4,11,0,0,0,156.25,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,309,2018,5,13,0,0,0,101.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,54,2018,7,4,0,0,0,161.1,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,49,2018,12,8,0,0,0,83.8,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,1,1,1,1,2018,6,18,0,0,0,168.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,12,27,0,0,0,58.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,4,2017,8,8,0,0,0,94.5,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,60,2017,12,9,0,0,0,96.3,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,157,2017,8,14,0,0,0,76.5,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,268,2018,4,8,0,0,0,78.0,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,38,2018,9,26,0,0,0,112.59,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,7,30,2018,6,12,0,0,0,187.04,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,2,2018,10,11,0,0,0,169.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,217,2018,12,5,0,0,0,46.63,1,10,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,143,2018,8,25,0,0,0,100.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,179,2018,10,19,0,0,0,85.5,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,188,2018,6,15,0,0,0,130.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,94,2018,7,8,0,0,0,146.7,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,32,2017,11,20,0,0,0,73.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,6,2,2018,4,1,0,0,0,143.22,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,70,2017,10,22,0,0,0,89.25,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,4,2018,9,19,0,0,0,85.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,34,2018,2,28,0,0,0,6.5,1,2,1.0,0.0,1.0,0.0,0.0,0.0
2,2,0,2,16,2018,3,8,0,0,0,83.03,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,24,2018,2,11,0,0,0,91.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,78,2018,4,10,0,0,0,80.75,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,305,2018,11,4,0,0,0,89.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,37,2018,10,13,0,0,0,105.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,98,2018,4,30,0,0,0,109.81,0,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,14,2018,12,5,0,0,0,70.88,0,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,44,2018,11,23,0,0,0,83.6,2,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2018,2,28,0,0,0,60.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,213,2018,6,7,0,0,0,130.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,5,2018,4,4,0,0,0,95.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,55,2018,4,6,0,0,0,104.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,139,2018,2,11,0,0,0,62.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0
